run_id,domain,family,case_id,case_label,operation,mmap_target,host,torchfits_method,torchfits_time_s,torchfits_peak_rss_mb,best_library,best_method,best_time_s,best_peak_rss_mb,lag_ratio,pct_behind,significance,n_points,perceived_impact
exhaustive_mps_20260719_143706,fits,smart,small_float64_1d::read_full,small_float64_1d [read_full],read_full,off,NRC-054711,torchfits,0.00013812497491016984,854.890625,fitsio,fitsio_torch,6.379204569384456e-05,854.890625,2.165238211250809,116.52382112508089,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,timeseries_frame_001::read_full_gpu,timeseries_frame_001 [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.0006758340168744326,856.515625,fitsio,fitsio_torch_device,0.0003580840420909226,856.515625,1.887361449921381,88.73614499213811,significant,,visible
exhaustive_mps_20260719_143706,fits,smart,timeseries_frame_004::read_full,timeseries_frame_004 [read_full],read_full,off,NRC-054711,torchfits,0.00020275003043934703,854.890625,fitsio,fitsio_torch,0.00012191699352115393,854.890625,1.6630169805177133,66.30169805177133,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,small_uint16_2d::read_full_gpu,small_uint16_2d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.0004576659994199872,856.515625,fitsio,fitsio_torch_device,0.0003139579785056412,856.515625,1.4577301127952187,45.77301127952187,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,tiny_int64_2d::read_full_gpu,tiny_int64_2d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.00033779203658923507,856.515625,fitsio,fitsio_torch_device,0.0002414159826003015,856.515625,1.3992115722864042,39.921157228640425,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,small_int8_2d::read_full,small_int8_2d [read_full],read_full,off,NRC-054711,torchfits,0.0001521250233054161,854.890625,fitsio,fitsio_torch,0.00010970799485221505,854.890625,1.3866357097341901,38.66357097341901,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,small_float32_1d::read_full,small_float32_1d [read_full],read_full,off,NRC-054711,torchfits,0.00013150001177564263,854.890625,fitsio,fitsio_torch,9.74169815890491e-05,854.890625,1.349867442314851,34.98674423148509,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,mef_small::read_full,mef_small [read_full],read_full,off,NRC-054711,torchfits,0.00017583300359547138,854.890625,fitsio,fitsio_torch,0.00013599998783320189,854.890625,1.292889847983832,29.2889847983832,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,small_int16_2d::read_full_gpu,small_int16_2d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.0003631659783422947,856.515625,fitsio,fitsio_torch_device,0.0002841250388883054,856.515625,1.2781906859150898,27.819068591508977,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,timeseries_frame_002::read_full_gpu,timeseries_frame_002 [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.000376041978597641,856.515625,fitsio,fitsio_torch_device,0.00029541703406721354,856.515625,1.2729190778893393,27.291907788933933,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,tiny_int64_1d::read_full_gpu,tiny_int64_1d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.0006256249616853893,856.515625,astropy,astropy_torch_device,0.0004923749947920442,856.515625,1.2706269983300504,27.062699833005045,noise,,visible
exhaustive_mps_20260719_143706,fits,smart,tiny_int32_3d::read_full_gpu,tiny_int32_3d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.0005191250238567591,856.515625,fitsio,fitsio_torch_device,0.0004182499833405018,856.515625,1.2411836091673765,24.118360916737647,noise,,visible
exhaustive_mps_20260719_143706,fits,smart,tiny_int16_2d::read_full_gpu,tiny_int16_2d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.0003090000245720148,856.515625,fitsio,fitsio_torch_device,0.00024941598530858755,856.515625,1.2388942280091129,23.889422800911287,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,tiny_int16_3d::read_full_gpu,tiny_int16_3d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.00030566699570044875,856.515625,fitsio,fitsio_torch_device,0.00024745799601078033,856.515625,1.2352277987700693,23.522779877006926,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,tiny_int64_3d::read_full,tiny_int64_3d [read_full],read_full,off,NRC-054711,torchfits,0.00013620802201330662,854.890625,fitsio,fitsio_torch,0.00011137500405311584,854.890625,1.2229676054453624,22.29676054453624,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,tiny_int32_1d::read_full_gpu,tiny_int32_1d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.00028491695411503315,856.515625,fitsio,fitsio_torch_device,0.00023687502834945917,856.546875,1.2028154934706679,20.281549347066786,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,medium_int8_1d::read_full_gpu,medium_int8_1d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.0003349170438013971,856.515625,fitsio,fitsio_torch_device,0.00028499995823949575,856.515625,1.1751476943023065,17.514769430230647,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,compressed_rice_1::cutout_100x100,compressed_rice_1 [cutout_100x100],cutout_100x100,n/a,NRC-054711,torchfits,0.0008699159952811897,854.890625,fitsio,fitsio_torch,0.0007661249837838113,854.890625,1.1354752993235717,13.547529932357172,noise,,visible
exhaustive_mps_20260719_143706,fits,smart,tiny_float32_2d::read_full_gpu,tiny_float32_2d [read_full @ mps],read_full,off,NRC-054711,torchfits_device,0.00029633298981934786,856.515625,fitsio,fitsio_torch_device,0.00026537501253187656,856.515625,1.1166574689610336,11.665746896103357,noise,,negligible
exhaustive_mps_20260719_143706,fits,smart,small_int32_2d::read_full_gpu,small_int32_2d [read_full @ mps],read_full,on,NRC-054711,torchfits_device,0.0006141249905340374,574.921875,astropy,astropy_torch_device,0.0005509170005097985,574.921875,1.1147323280380683,11.473232803806832,noise,,visible
