run_id,domain,suite,case_id,case_label,operation,family,library,method,mode,status,skip_reason,comparable,mmap_target,host,time_s,peak_rss_mb,peak_cuda_alloc_mb,throughput,unit,size_mb,n_points,metadata,best_in_family,rank_in_family,lag_ratio,pct_behind
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu1::megacam_cutouts,1722795p.fits.fz ext 1 [40 cutouts; rice],megacam_repeated_cutouts,baseline,torchfits,torchfits_naive,baseline,OK,,False,n/a,NRC-054711,0.14034729194827378,281.203125,,71.25182011837883,MB/s,10.0,40,"{""hdu"": 1, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,,,
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu1::megacam_cutouts,1722795p.fits.fz ext 1 [40 cutouts; rice],megacam_repeated_cutouts,specialized,torchfits,torchfits_cached,specialized,OK,,True,n/a,NRC-054711,0.12968516699038446,281.203125,,77.10982089988327,MB/s,10.0,40,"{""hdu"": 1, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu1::megacam_cutouts,1722795p.fits.fz ext 1 [40 cutouts; rice],megacam_repeated_cutouts,specialized,fitsio,fitsio_cached,specialized,OK,,True,n/a,NRC-054711,0.15229054202791303,281.203125,,65.66395960536485,MB/s,10.0,40,"{""hdu"": 1, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,2,1.174309642051852,17.430964205185195
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu1::megacam_cutouts,1722795p.fits.fz ext 1 [40 cutouts; rice],megacam_repeated_cutouts,materialize,torchfits,torchfits_materialize,materialize,OK,,True,n/a,NRC-054711,0.06463808298576623,281.203125,,154.70755842499338,MB/s,10.0,40,"{""hdu"": 1, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu2::megacam_cutouts,1722795p.fits.fz ext 2 [40 cutouts; rice],megacam_repeated_cutouts,baseline,torchfits,torchfits_naive,baseline,OK,,False,n/a,NRC-054711,0.14985579095082358,286.84375,,66.73082125522652,MB/s,10.0,40,"{""hdu"": 2, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,,,
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu2::megacam_cutouts,1722795p.fits.fz ext 2 [40 cutouts; rice],megacam_repeated_cutouts,specialized,torchfits,torchfits_cached,specialized,OK,,True,n/a,NRC-054711,0.13120449997950345,286.84375,,76.2168980603728,MB/s,10.0,40,"{""hdu"": 2, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu2::megacam_cutouts,1722795p.fits.fz ext 2 [40 cutouts; rice],megacam_repeated_cutouts,specialized,fitsio,fitsio_cached,specialized,OK,,True,n/a,NRC-054711,0.14461208297871053,286.84375,,69.1505149087174,MB/s,10.0,40,"{""hdu"": 2, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,2,1.1021884386686553,10.218843866865534
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu2::megacam_cutouts,1722795p.fits.fz ext 2 [40 cutouts; rice],megacam_repeated_cutouts,materialize,torchfits,torchfits_materialize,materialize,OK,,True,n/a,NRC-054711,0.06554000003961846,286.84375,,152.57857787542068,MB/s,10.0,40,"{""hdu"": 2, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu3::megacam_cutouts,1722795p.fits.fz ext 3 [40 cutouts; rice],megacam_repeated_cutouts,baseline,torchfits,torchfits_naive,baseline,OK,,False,n/a,NRC-054711,0.15174850000767037,286.84375,,65.89850970187207,MB/s,10.0,40,"{""hdu"": 3, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,,,
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu3::megacam_cutouts,1722795p.fits.fz ext 3 [40 cutouts; rice],megacam_repeated_cutouts,specialized,torchfits,torchfits_cached,specialized,OK,,True,n/a,NRC-054711,0.1295334169990383,286.84375,,77.2001560035604,MB/s,10.0,40,"{""hdu"": 3, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu3::megacam_cutouts,1722795p.fits.fz ext 3 [40 cutouts; rice],megacam_repeated_cutouts,specialized,fitsio,fitsio_cached,specialized,OK,,True,n/a,NRC-054711,0.1417411249713041,287.125,,70.55115445164225,MB/s,10.0,40,"{""hdu"": 3, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,2,1.0942436959904827,9.424369599048266
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu3::megacam_cutouts,1722795p.fits.fz ext 3 [40 cutouts; rice],megacam_repeated_cutouts,materialize,torchfits,torchfits_materialize,materialize,OK,,True,n/a,NRC-054711,0.06508683296851814,287.125,,153.64090621580715,MB/s,10.0,40,"{""hdu"": 3, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu4::megacam_cutouts,1722795p.fits.fz ext 4 [40 cutouts; rice],megacam_repeated_cutouts,baseline,torchfits,torchfits_naive,baseline,OK,,False,n/a,NRC-054711,0.1636538750026375,287.125,,61.10457207223988,MB/s,10.0,40,"{""hdu"": 4, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,,,
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu4::megacam_cutouts,1722795p.fits.fz ext 4 [40 cutouts; rice],megacam_repeated_cutouts,specialized,torchfits,torchfits_cached,specialized,OK,,True,n/a,NRC-054711,0.12789225002052262,287.125,,78.1908207760464,MB/s,10.0,40,"{""hdu"": 4, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu4::megacam_cutouts,1722795p.fits.fz ext 4 [40 cutouts; rice],megacam_repeated_cutouts,specialized,fitsio,fitsio_cached,specialized,OK,,True,n/a,NRC-054711,0.14241825003409758,287.125,,70.21572022971644,MB/s,10.0,40,"{""hdu"": 4, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",False,2,1.1135799863654288,11.357998636542877
20260719_075555,fits,megacam_cutouts,1722795p.fits::hdu4::megacam_cutouts,1722795p.fits.fz ext 4 [40 cutouts; rice],megacam_repeated_cutouts,materialize,torchfits,torchfits_materialize,materialize,OK,,True,n/a,NRC-054711,0.06659895903430879,287.125,,150.15249705101922,MB/s,10.0,40,"{""hdu"": 4, ""cutouts"": 40, ""source"": ""1722795p.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 10.0}",True,1,1.0,0.0
20260719_075555,fits,megacam_cutouts,2366188o.fits::hdu1::megacam_cutouts,2366188o.fits.fz ext 1 [40 cutouts; rice],megacam_repeated_cutouts,baseline,torchfits,torchfits_naive,baseline,OK,,False,n/a,NRC-054711,0.12687187496339902,287.796875,,39.409837692100304,MB/s,5.0,40,"{""hdu"": 1, ""cutouts"": 40, ""source"": ""2366188o.fits.fz"", ""znaxis"": true, ""naxis1"": 2112, ""naxis2"": 4644, ""payload_mb"": 5.0}",False,,,
